X,Y
1.1365574668296272,-0.9441869214222967
1.1316466472382558,-0.9369020556176932
1.1234700494548244,-0.9316735747391074
1.112139639787396,-0.9285426725319625
1.097786004435616,-0.9275190297172612
1.0805530795590106,-0.9285807849195489
1.0605931604702532,-0.931675610222498
1.0380623847786519,-0.9367226731441373
1.013116829314927,-0.9436152445166748
0.9859093103991234,-0.9522237098910753
0.9565843811432861,-0.9624056184197463
0.9252742348276763,-0.9740181716820052
0.8921115311444527,-0.9869009801434157
0.8572253560812086,-1.0008980763569988
0.8207407540423329,-1.0158626786897302
0.7827780540805773,-1.0316604471187105
0.7434516012976896,-1.0481721990039632
0.7028678986242418,-1.065295969652487
0.6611231986163824,-1.0829482863991182
0.6183006235335123,-1.1010645124198322
0.5744669349722373,-1.1195981087067017
0.5296690193021086,-1.1385184837272508
0.48391307885529833,-1.1577721808713304
0.43720981490939254,-1.1773591903340521
0.3895523349762419,-1.19732541191552
0.3408845194868064,-1.2177081696155012
0.29109980252737766,-1.2385217728491782
0.2400428848990088,-1.2597408946975084
0.18751514290467577,-1.281282029696333
0.13328456096324243,-1.3029834692984132
0.07710106138200185,-1.3245844593792804
0.018718113067173914,-1.3457044896187775
-0.04207855162283314,-1.365824015365815
-0.10543442836063624,-1.384268329544704
-0.17138153621393054,-1.400196777233329
-0.2397962496809102,-1.4126016546040245
-0.3102789400336322,-1.4202342167879198
-0.3819929349217356,-1.4217155778778294
-0.4537057281828838,-1.4158128018031313
-0.5238478326282805,-1.4016324291310887
-0.5906420651425982,-1.3788004862451915
-0.6523004121247757,-1.3476001961176838
-0.7072671918900038,-1.3090378758246382
-0.7544919002477759,-1.2647419638559647
-0.7935638877795339,-1.216548259639753
-0.8245667692693873,-1.166303725699298
-0.8479724371004931,-1.11569021724853
-0.8644993575230349,-1.066104192642214
-0.8749665673155316,-1.0186045338306056
-0.8802156108324035,-0.973995767370312
-0.8810665120510459,-0.9328548147579666
-0.8782898707818175,-0.8955678007863558
-0.8725845604899558,-0.8623683678050145
-0.8645669898871011,-0.833370555058295
-0.8547826336475062,-0.8086072453074115
-0.8436944935696984,-0.7880515466449888
-0.8316930905138289,-0.7716284615239047
-0.8190999954207785,-0.7592328955581586
-0.8061716918493375,-0.7507447016699038
-0.7931040682411208,-0.7460407076005134
-0.7800369265259806,-0.7450040063036814
-0.767058048654321,-0.747530777196936
-0.7542065011725578,-0.7535348643864158
-0.7414688893141164,-0.76295534493574
-0.7287784945242186,-0.7757288444243123
-0.716031300367395,-0.7917983556745144
-0.7030834439263706,-0.8111343260210169
-0.6897497125900336,-0.8337293619666928
-0.6758005446416642,-0.8595910998497368
-0.6609579247893385,-0.8887328870433321
-0.6448907106423658,-0.9211617513632248
-0.6272100965380216,-0.9568630619474358
-0.6074661467456153,-0.9957812535159467
-0.5851466155560141,-1.0377960156271866
-0.5596796173692625,-1.0826934647560438
-0.5304421086232268,-1.1301320536568655
-0.4967765766622219,-1.1796033726123218
-0.45801692699597757,-1.2303873502910934
-0.41344387913822267,-1.2815056325007053
-0.36238979136855004,-1.3317607572705699
-0.3043321811642446,-1.3794691792042524
-0.2390596733595802,-1.4224513046102047
-0.16688235222789832,-1.458185527389374
-0.08879635377496939,-1.4840629550790518
-0.00664340961767592,-1.4977073111956525
0.07693493803494753,-1.4975797369878128
0.15899957708465168,-1.4835046327407289
0.23680940060546996,-1.456692682894882
0.3083031855712133,-1.4194451321827177
0.3723598455544603,-1.3744479711997808
0.42861210804603195,-1.3243535827169237
0.47726371576567433,-1.2714726250615758
0.5188619922073366,-1.2176415670833405
0.5541214934134875,-1.1642818389270622
0.5838265819023818,-1.1124523950901049
0.6087672721778769,-1.062920009007754
0.6296913411945859,-1.0162124028024735
0.6472788326001843,-0.9726700181721214
0.6621591487373123,-0.9325140443815692
0.6748860896366053,-0.895885742694045
0.6859503562569909,-0.8628511233317155
0.6957819391722133,-0.8334247259940352
0.7047520584330471,-0.8075903724924915
0.7131766576622142,-0.78531805007846
0.7213204540532399,-0.7665774644780001
0.7294007678048551,-0.7513487989814704
0.7375905280890767,-0.7396311628265795
0.7460207389847844,-0.7314452239156433
0.754762197640245,-0.726810055939807
0.7638217194221382,-0.7257582168183199
0.773158643229805,-0.728348880071551
0.7826837242972189,-0.7346655536889217
0.7922562510770941,-0.7448117091164412
0.8016799599684172,-0.758904234894407
0.8106980589688513,-0.7770644472379851
0.8189878062090385,-0.7994063064292183
0.8261552504189076,-0.8260214329558913
0.8317309321552528,-0.8569605031256594
0.8351675680640473,-0.8922106457733793
0.8358409914748735,-0.9316685783870732
0.8330502235593407,-0.9751082189714042
0.8259928961779887,-1.0221665739396684
0.81382695463405,-1.0723263206400673
0.7956475928965077,-1.1247997999856258
0.7705500936463126,-1.178487601932024
0.737726044759429,-1.231964697591914
0.6965720194462862,-1.2834924715685943
0.646834068963826,-1.3309753334167718
0.5888352325567374,-1.372190848258413
0.5235718866864453,-1.4051587726249317
0.4526723783250203,-1.4284457789407399
0.3782359277658415,-1.4414464602837698
0.30248368754553717,-1.4445197642407255
0.2272717536625054,-1.4387350609898246
0.15402616949787107,-1.4255631701453149
0.08370895892225738,-1.406646174099656
0.016835422082107754,-1.3835921645149123
-0.046450750382703965,-1.357813161305599
-0.10626846647090571,-1.3304157886598666
-0.16288257727720418,-1.3021635199135577
-0.2166060750559064,-1.2736321455709976
-0.2677594538364989,-1.2452690835390694
-0.3166580078428282,-1.2173893407787482
-0.3635920157666828,-1.1902042315241828
-0.40881407197533454,-1.1638480242955629
-0.45253218352788505,-1.1384017046889374
-0.49491345951637866,-1.1139176568903812
-0.5360945828635387,-1.090439443228079
-0.576164703079467,-1.0679951892235835
-0.6151817021971433,-1.0466153226849917
-0.653176509469198,-1.0263402387423628
-0.6901567688005816,-1.0072252453463624
-0.7261102658517247,-0.9893436420210353
-0.761007804125469,-0.9727882150148317
-0.7948053048116455,-0.9576714062441943
-0.8274449766477066,-0.9441243758846274
-0.8588554615296924,-0.9322951316677761
-0.8889502651315946,-0.9223436140576927
-0.917614641597196,-0.9143851736204881
-0.9447259184163357,-0.9085471652328196
-0.9701413106253272,-0.9049634163650796
-0.9936908657448571,-0.9037512093029246
-1.0151784908966015,-0.9050066041242268
-1.0343839536095112,-0.9087991794282427
-1.051065983983944,-0.915166402290262
-1.0649665935642996,-0.9241078986983957
-1.075816695337431,-0.9355799518377614
-1.0833430578844387,-0.9494906036904575
-1.0872765546214183,-0.9656957701869697
-1.0873588545326194,-0.9839941034815948
-1.0833549171504449,-1.004085293153394
-1.075100444310528,-1.025603500225507
-1.0625184309726978,-1.0481675867089388
-1.045625085562512,-1.071396536312497
-1.024531232205071,-1.0949261613304402
-0.9994387431627596,-1.1184264229023908
-0.9706320156177425,-1.1416179544254201
-0.9384649083717207,-1.1642863169063415
-0.9033439624610405,-1.1862925790911867
-0.865706736534644,-1.2075789544569513
-0.825913038226174,-1.2281666743818807
-0.7842314049289087,-1.2481303140055648
-0.7408852936467029,-1.2675619241178542
-0.6960399625705719,-1.2865521570773768
-0.6498024738380856,-1.30517455206572
-0.6022255356143118,-1.3234718451536176
-0.5533144071115021,-1.3414449628776643
-0.503036020000361,-1.359045130189266
-0.45132946645024585,-1.3761693058484292
-0.3981170515714013,-1.3926589592469232
-0.34331440513670897,-1.4083102023556404
-0.2868433396964117,-1.4228949733038425
-0.22866233558864416,-1.4361382349280256
-0.1687793617737285,-1.4477392132355114
-0.1072565299068312,-1.4573846321623247
-0.04421292630062476,-1.4647614884563611
0.020174499139031715,-1.4695700092249906
0.08567208009445634,-1.471536519250953
0.15199266019947544,-1.4704258946742743
0.21880087029705103,-1.4660532408641742
0.2857203395574689,-1.4582944114079501
0.3523304633868366,-1.4471012233941933
0.41814410842356686,-1.4325220047586946
0.4826912709723153,-1.4146791570461028
0.5455394647943737,-1.3937690313355784
0.6063016225106759,-1.3700540061331319
0.664642882458969,-1.3438525241813306
0.7202852805853919,-1.315528144300571
0.7730102354872068,-1.2854780915972817
0.8226588327233999,-1.2541217683737853
0.8691300190758923,-1.221889642626676
0.9123769038177106,-1.189212866374835
0.9524043582118039,-1.1565095851087004
0.9892973883855456,-1.1241431807777875
1.0231911217649787,-1.0924335964966034
1.0542331465542265,-1.0616726880125966
1.0825758307098003,-1.0321221251915262
1.108369443539851,-1.0040122764329245
1.1317558685722509,-0.9775421034630446
1.152863117959987,-0.9528799055469994
1.171800814108745,-0.930164736481228
1.1886567609010985,-0.9095083138762345
1.203494685817753,-0.8909972465958536
1.2163531306934818,-0.8746955119686131
1.2272292180218114,-0.8606702334013223
1.2360791966223006,-0.8489977368801327
1.2428443878900066,-0.8397324438021585
1.2474506329553612,-0.8329108153740953
1.2498108448174756,-0.8285516052908425
1.2498282356492139,-0.8266558673084863
1.2474001192211683,-0.8272067921419435
1.24242217244702,-0.8301694782358889
1.234793023493164,-0.8354907654884053
1.2244190165646867,-0.843099278142131
1.211220142054675,-0.8529017217077425
1.1951513463689583,-0.8647360187766723
1.176197313025664,-0.8783908000850931
1.1543581305201704,-0.893638883763347
1.129651883438171,-0.9102400220605703
1.102117338375631,-0.9279439937970679
1.071816135891488,-0.9464941958442084
1.0388344128086822,-0.9656316785162511
1.0032837865794364,-0.9850995443031609
